	count	mean	std	min	25%	50%	75%	max
dong_xe_Jeepcherokee	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Jetta	41601.0	0.00012018941852359318	0.010962566389707076	0.0	0.0	0.0	0.0	1.0
dong_xe_Jolie	41601.0	0.005456599600971131	0.07366787342045904	0.0	0.0	0.0	0.0	1.0
dong_xe_Juke	41601.0	0.00012018941852359318	0.010962566389707074	0.0	0.0	0.0	0.0	1.0
dong_xe_K2700	41601.0	0.0008653638133698709	0.029404689130371954	0.0	0.0	0.0	0.0	1.0
dong_xe_K3	41601.0	0.004302781183144636	0.06545510098096478	0.0	0.0	0.0	0.0	1.0
dong_xe_K3000S	41601.0	0.001850917045263335	0.042982968280469804	0.0	0.0	0.0	0.0	1.0
dong_xe_K5	41601.0	0.00014422730222831182	0.012008745447215741	0.0	0.0	0.0	0.0	1.0
dong_xe_Koleos	41601.0	9.615153481887455e-05	0.00980533532389177	0.0	0.0	0.0	0.0	1.0
dong_xe_Kona	41601.0	0.005240258647628663	0.07220057925381862	0.0	0.0	0.0	0.0	1.0
dong_xe_Korando	41601.0	0.00024037883704718636	0.015502478253825265	0.0	0.0	0.0	0.0	1.0
dong_xe_Kyron	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_L300	41601.0	4.8075767409437276e-05	0.006933585778076988	0.0	0.0	0.0	0.0	1.0
dong_xe_LM	41601.0	0.0004567197903896541	0.021366379460488423	0.0	0.0	0.0	0.0	1.0
dong_xe_LS	41601.0	0.0012740078363500877	0.03567093111420909	0.0	0.0	0.0	0.0	1.0
dong_xe_LUX	41601.0	0.00564890267060888	0.07494749891148274	0.0	0.0	0.0	0.0	1.0
dong_xe_LX	41601.0	0.004807576740943727	0.06917065098707856	0.0	0.0	0.0	0.0	1.0
dong_xe_Labo	41601.0	0.00014422730222831182	0.012008745447215741	0.0	0.0	0.0	0.0	1.0
dong_xe_Lacetti	41601.0	0.01074493401600923	0.10310061069342329	0.0	0.0	0.0	0.0	1.0
dong_xe_Lancer	41601.0	0.0007932501622557151	0.028153862431702165	0.0	0.0	0.0	0.0	1.0
dong_xe_LandCruiser	41601.0	0.004206629648325761	0.06472275187949288	0.0	0.0	0.0	0.0	1.0
dong_xe_LandCruiserPrado	41601.0	0.0003846061392754982	0.01960784177764605	0.0	0.0	0.0	0.0	1.0
dong_xe_Langley	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Lanos	41601.0	0.0025720535564048943	0.05065076273949781	0.0	0.0	0.0	0.0	1.0
dong_xe_Lantra	41601.0	4.8075767409437276e-05	0.006933585778076987	0.0	0.0	0.0	0.0	1.0
dong_xe_Lasabre	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Laser	41601.0	0.0024278262541765822	0.049213718954914124	0.0	0.0	0.0	0.0	1.0
dong_xe_Latitude	41601.0	4.8075767409437276e-05	0.006933585778076987	0.0	0.0	0.0	0.0	1.0
dong_xe_Legacy	41601.0	0.00012018941852359318	0.010962566389707072	0.0	0.0	0.0	0.0	1.0
dong_xe_Leganza	41601.0	0.00021634095334246772	0.01470711900111571	0.0	0.0	0.0	0.0	1.0
dong_xe_Legend	41601.0	2.4037883704718638e-05	0.004902844450389858	0.0	0.0	0.0	0.0	1.0
dong_xe_Levante	41601.0	0.00028845460445662364	0.016981705756565227	0.0	0.0	0.0	0.0	1.0
dong_xe_Levorg	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Libero	41601.0	0.0001923030696377491	0.01386617145964042	0.0	0.0	0.0	0.0	1.0
dong_xe_Liteace	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Livina	41601.0	0.00012018941852359318	0.010962566389707074	0.0	0.0	0.0	0.0	1.0
dong_xe_M3	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_M4	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_M7	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_M8	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_MB	41601.0	0.0006249849763226846	0.02499218646676993	0.0	0.0	0.0	0.0	1.0
dong_xe_MDX	41601.0	0.0003124924881613423	0.017674907244380367	0.0	0.0	0.0	0.0	1.0
dong_xe_MLclass	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_MR2	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_MUX	41601.0	0.0011538184178264946	0.033948708736894664	0.0	0.0	0.0	0.0	1.0
dong_xe_MX3	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_MX6	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Macan	41601.0	0.0011057426504170573	0.03323471881285066	0.0	0.0	0.0	0.0	1.0
dong_xe_Magnus	41601.0	0.00105766688300762	0.032504978412022524	0.0	0.0	0.0	0.0	1.0
dong_xe_MarkII	41601.0	0.00012018941852359318	0.010962566389707074	0.0	0.0	0.0	0.0	1.0
dong_xe_Matiz	41601.0	0.007283478762529747	0.08503295542348133	0.0	0.0	0.0	0.0	1.0
dong_xe_Matrix	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_Maxima	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_Maybach	41601.0	0.0013701593711689622	0.03699074108289289	0.0	0.0	0.0	0.0	1.0
dong_xe_Mcouper	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Micra	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Mighty	41601.0	0.0010336289993029015	0.03213386736082697	0.0	0.0	0.0	0.0	1.0
dong_xe_Mirage	41601.0	0.0010095911155981827	0.031758401815785785	0.0	0.0	0.0	0.0	1.0
dong_xe_Mobihome	41601.0	2.4037883704718638e-05	0.004902844450389861	0.0	0.0	0.0	0.0	1.0
dong_xe_Mondeo	41601.0	0.002379750486767145	0.048725192085752836	0.0	0.0	0.0	0.0	1.0
dong_xe_Morning	41601.0	0.043244152784788825	0.20340867878320942	0.0	0.0	0.0	0.0	1.0
dong_xe_Mulsanne	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Murano	41601.0	0.00016826518593303046	0.012970771639182789	0.0	0.0	0.0	0.0	1.0
dong_xe_Musso	41601.0	0.0004086440229802168	0.020211057671535835	0.0	0.0	0.0	0.0	1.0
dong_xe_Mustang	41601.0	0.00028845460445662364	0.016981705756565227	0.0	0.0	0.0	0.0	1.0
dong_xe_NLR	41601.0	2.4037883704718638e-05	0.004902844450389861	0.0	0.0	0.0	0.0	1.0
dong_xe_NMR	41601.0	0.00012018941852359318	0.010962566389707074	0.0	0.0	0.0	0.0	1.0
dong_xe_NPR	41601.0	0.00014422730222831182	0.012008745447215741	0.0	0.0	0.0	0.0	1.0
dong_xe_NQR	41601.0	0.0001923030696377491	0.01386617145964042	0.0	0.0	0.0	0.0	1.0
dong_xe_NX	41601.0	0.0008172880459604336	0.028576908798904364	0.0	0.0	0.0	0.0	1.0
dong_xe_Navara	41601.0	0.0048556525083531645	0.06951396480365554	0.0	0.0	0.0	0.0	1.0
dong_xe_Navigator	41601.0	0.0003124924881613423	0.017674907244380367	0.0	0.0	0.0	0.0	1.0
dong_xe_Neon	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_NewBeetle	41601.0	9.615153481887455e-05	0.009805335323891771	0.0	0.0	0.0	0.0	1.0
dong_xe_NewYorker	41601.0	2.4037883704718638e-05	0.004902844450389858	0.0	0.0	0.0	0.0	1.0
dong_xe_Novus	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Nubira	41601.0	0.002355712603062426	0.04847906471356891	0.0	0.0	0.0	0.0	1.0
dong_xe_ONE	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Odyssey	41601.0	0.00021634095334246772	0.01470711900111571	0.0	0.0	0.0	0.0	1.0
dong_xe_Ollin	41601.0	0.0007451743948462778	0.02728803784564546	0.0	0.0	0.0	0.0	1.0
dong_xe_Opirus	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Optima	41601.0	0.0012980457200548064	0.036005443475711024	0.0	0.0	0.0	0.0	1.0
dong_xe_Orlando	41601.0	0.0015384245571019928	0.03919304442692112	0.0	0.0	0.0	0.0	1.0
dong_xe_Outback	41601.0	4.8075767409437276e-05	0.006933585778076988	0.0	0.0	0.0	0.0	1.0
dong_xe_Outlander	41601.0	0.004086440229802168	0.06379529031494878	0.0	0.0	0.0	0.0	1.0
dong_xe_OutlanderSport	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_PTCruiser	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Pajero	41601.0	0.005071993461695633	0.07103794513179312	0.0	0.0	0.0	0.0	1.0
dong_xe_PajeroSport	41601.0	0.00105766688300762	0.032504978412022524	0.0	0.0	0.0	0.0	1.0
dong_xe_Panamera	41601.0	0.001995144347491647	0.044622994196237616	0.0	0.0	0.0	0.0	1.0
dong_xe_Paso	41601.0	9.615153481887455e-05	0.009805335323891771	0.0	0.0	0.0	0.0	1.0
dong_xe_Passat	41601.0	0.00052883344150381	0.022990573770886827	0.0	0.0	0.0	0.0	1.0
dong_xe_Pathfinder	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_Patrol	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Perdana	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Phantom	41601.0	0.00014422730222831182	0.012008745447215743	0.0	0.0	0.0	0.0	1.0
dong_xe_Picanto	41601.0	0.0010095911155981827	0.031758401815785785	0.0	0.0	0.0	0.0	1.0
dong_xe_Pickup	41601.0	0.00021634095334246772	0.014707119001115708	0.0	0.0	0.0	0.0	1.0
dong_xe_Pilot	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Pinto	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Platz	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Polo	41601.0	0.0008413259296651522	0.02899376325196678	0.0	0.0	0.0	0.0	1.0
dong_xe_Porter	41601.0	0.0037258719742313887	0.060926833848381795	0.0	0.0	0.0	0.0	1.0
dong_xe_Prado	41601.0	0.0031970385327275788	0.05645258261175651	0.0	0.0	0.0	0.0	1.0
dong_xe_Premacy	41601.0	0.0005769092089132473	0.024012293615712037	0.0	0.0	0.0	0.0	1.0
dong_xe_President	41601.0	9.615153481887455e-05	0.00980533532389177	0.0	0.0	0.0	0.0	1.0
dong_xe_Previa	41601.0	0.00036056825557077957	0.018985439433544072	0.0	0.0	0.0	0.0	1.0
dong_xe_Pride	41601.0	0.0009374774644840268	0.030604266285553173	0.0	0.0	0.0	0.0	1.0
dong_xe_Prince	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Prius	41601.0	9.615153481887455e-05	0.009805335323891771	0.0	0.0	0.0	0.0	1.0
dong_xe_Pronto	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_Punto	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Q2	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_Q3	41601.0	0.00012018941852359318	0.010962566389707074	0.0	0.0	0.0	0.0	1.0
dong_xe_Q5	41601.0	0.0020912958823105215	0.045683394469392596	0.0	0.0	0.0	0.0	1.0
dong_xe_Q7	41601.0	0.001322083603759525	0.036336860590082724	0.0	0.0	0.0	0.0	1.0
dong_xe_Q8	41601.0	2.4037883704718638e-05	0.004902844450389861	0.0	0.0	0.0	0.0	1.0
dong_xe_QKR	41601.0	0.0006249849763226846	0.02499218646676993	0.0	0.0	0.0	0.0	1.0
dong_xe_QM5	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_QQ3	41601.0	0.000264416720751905	0.01625894089540231	0.0	0.0	0.0	0.0	1.0
dong_xe_QX	41601.0	0.00036056825557077957	0.018985439433544075	0.0	0.0	0.0	0.0	1.0
dong_xe_QX60	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_QX70	41601.0	4.8075767409437276e-05	0.006933585778076987	0.0	0.0	0.0	0.0	1.0
dong_xe_QX80	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Qashqai	41601.0	0.0001923030696377491	0.01386617145964042	0.0	0.0	0.0	0.0	1.0
dong_xe_Quattroporte	41601.0	0.0001923030696377491	0.01386617145964042	0.0	0.0	0.0	0.0	1.0
dong_xe_Quoris	41601.0	2.4037883704718638e-05	0.004902844450389858	0.0	0.0	0.0	0.0	1.0
dong_xe_RAV4	41601.0	0.0008894016970745895	0.029809931608929335	0.0	0.0	0.0	0.0	1.0
dong_xe_RAY	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_RDX	41601.0	2.4037883704718638e-05	0.004902844450389858	0.0	0.0	0.0	0.0	1.0
dong_xe_RIO	41601.0	0.005528713252085286	0.07415037928997158	0.0	0.0	0.0	0.0	1.0
dong_xe_RX	41601.0	0.0062258118795221265	0.07865875585816204	0.0	0.0	0.0	0.0	1.0
dong_xe_Racer	41601.0	4.8075767409437276e-05	0.006933585778076987	0.0	0.0	0.0	0.0	1.0
dong_xe_Raize	41601.0	0.00014422730222831182	0.012008745447215743	0.0	0.0	0.0	0.0	1.0
dong_xe_RangeRover	41601.0	0.005216220763923944	0.07203566159012247	0.0	0.0	0.0	0.0	1.0
dong_xe_RangeRoverAUTOBAIO	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_RangeRoverEvoque	41601.0	0.00211533376601524	0.045944639196315196	0.0	0.0	0.0	0.0	1.0
dong_xe_RangeRoverSport	41601.0	0.0008413259296651522	0.02899376325196678	0.0	0.0	0.0	0.0	1.0
dong_xe_RangeRoverVelar	41601.0	0.0004807576740943727	0.021921179194378894	0.0	0.0	0.0	0.0	1.0
dong_xe_RangeRoverVogue	41601.0	4.8075767409437276e-05	0.006933585778076988	0.0	0.0	0.0	0.0	1.0
dong_xe_Ranger	41601.0	0.03156174130429557	0.17483229833209646	0.0	0.0	0.0	0.0	1.0
dong_xe_Rclass	41601.0	0.00024037883704718636	0.015502478253825265	0.0	0.0	0.0	0.0	1.0
dong_xe_Rexton	41601.0	0.00016826518593303046	0.012970771639182789	0.0	0.0	0.0	0.0	1.0
dong_xe_Riich	41601.0	2.4037883704718638e-05	0.004902844450389861	0.0	0.0	0.0	0.0	1.0
dong_xe_Roma	41601.0	0.00014422730222831182	0.012008745447215741	0.0	0.0	0.0	0.0	1.0
dong_xe_Rondo	41601.0	0.00475950097353429	0.06882559110213772	0.0	0.0	0.0	0.0	1.0
dong_xe_Rosa	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Rush	41601.0	0.0024759020215860197	0.04969739731900548	0.0	0.0	0.0	0.0	1.0
dong_xe_S60	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_S600	41601.0	2.4037883704718638e-05	0.004902844450389858	0.0	0.0	0.0	0.0	1.0
dong_xe_S7	41601.0	2.4037883704718638e-05	0.004902844450389861	0.0	0.0	0.0	0.0	1.0
dong_xe_S90	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_SC	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_SINOTRUCK6T	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_SLC	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_SM3	41601.0	0.00012018941852359318	0.010962566389707076	0.0	0.0	0.0	0.0	1.0
dong_xe_SRMT20	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_SRX	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_STS	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_SX6	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Samara	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Sandero	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_SantaFe	41601.0	0.014350616571717026	0.11893282302202204	0.0	0.0	0.0	0.0	1.0
dong_xe_Scirocco	41601.0	0.00012018941852359318	0.010962566389707076	0.0	0.0	0.0	0.0	1.0
dong_xe_Sclass	41601.0	0.008918054854450614	0.09401455002584688	0.0	0.0	0.0	0.0	1.0
dong_xe_Scoupe	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Sedona	41601.0	0.006970986274368405	0.08320191120626856	0.0	0.0	0.0	0.0	1.0
dong_xe_Seltos	41601.0	0.001514386673397274	0.03888611133550768	0.0	0.0	0.0	0.0	1.0
dong_xe_Sentra	41601.0	0.00014422730222831182	0.012008745447215741	0.0	0.0	0.0	0.0	1.0
dong_xe_Sequoia	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_Siena	41601.0	0.0006490228600274032	0.02546796459750731	0.0	0.0	0.0	0.0	1.0
dong_xe_Sienna	41601.0	0.001778803394149179	0.04213884118328389	0.0	0.0	0.0	0.0	1.0
dong_xe_Solara	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Solati	41601.0	0.0009855532318934642	0.03137842546328774	0.0	0.0	0.0	0.0	1.0
dong_xe_Soluto	41601.0	0.002980697579385111	0.05451499297567938	0.0	0.0	0.0	0.0	1.0
dong_xe_Sonata	41601.0	0.0017066897430350232	0.041277329241761765	0.0	0.0	0.0	0.0	1.0
dong_xe_Sonet	41601.0	0.0001923030696377491	0.01386617145964042	0.0	0.0	0.0	0.0	1.0
dong_xe_Sorento	41601.0	0.008076728924785462	0.08950803292824853	0.0	0.0	0.0	0.0	1.0
dong_xe_Soul	41601.0	0.00012018941852359318	0.010962566389707076	0.0	0.0	0.0	0.0	1.0
dong_xe_Spark	41601.0	0.013605442176870748	0.11584755812803371	0.0	0.0	0.0	0.0	1.0
dong_xe_Spectra	41601.0	0.0014663109059878368	0.03826481457538787	0.0	0.0	0.0	0.0	1.0
dong_xe_Sportage	41601.0	0.0006490228600274032	0.025467964597507307	0.0	0.0	0.0	0.0	1.0
dong_xe_Sprinter	41601.0	0.0024278262541765822	0.049213718954914124	0.0	0.0	0.0	0.0	1.0
dong_xe_Star	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Starex	41601.0	0.003581644672003077	0.05974029027636714	0.0	0.0	0.0	0.0	1.0
dong_xe_Stavic	41601.0	0.00036056825557077957	0.018985439433544072	0.0	0.0	0.0	0.0	1.0
dong_xe_Stream	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Suburban	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Sunny	41601.0	0.0024278262541765822	0.049213718954914124	0.0	0.0	0.0	0.0	1.0
dong_xe_SuperCarryTruck	41601.0	0.0020912958823105215	0.045683394469392596	0.0	0.0	0.0	0.0	1.0
dong_xe_SuperCarryVan	41601.0	0.0012740078363500877	0.03567093111420909	0.0	0.0	0.0	0.0	1.0
dong_xe_SuperSaloon	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Swift	41601.0	0.0030528112304992667	0.05516851216903851	0.0	0.0	0.0	0.0	1.0
dong_xe_T600	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_T880	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_TT	41601.0	0.0004086440229802168	0.020211057671535835	0.0	0.0	0.0	0.0	1.0
dong_xe_Tahoe	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_Teana	41601.0	0.0009615153481887454	0.03099377239946468	0.0	0.0	0.0	0.0	1.0
dong_xe_Tempra	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Teramont	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Tercel	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Terios	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_Terra	41601.0	0.0007451743948462778	0.02728803784564546	0.0	0.0	0.0	0.0	1.0
dong_xe_Terracan	41601.0	0.00028845460445662364	0.016981705756565227	0.0	0.0	0.0	0.0	1.0
dong_xe_Terrano	41601.0	0.00012018941852359318	0.010962566389707076	0.0	0.0	0.0	0.0	1.0
dong_xe_Tico	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Tiguan	41601.0	0.0004086440229802168	0.02021105767153584	0.0	0.0	0.0	0.0	1.0
dong_xe_Tiida	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_Tivoli	41601.0	0.00014422730222831182	0.012008745447215741	0.0	0.0	0.0	0.0	1.0
dong_xe_Tourneo	41601.0	0.0009615153481887454	0.03099377239946468	0.0	0.0	0.0	0.0	1.0
dong_xe_Town	41601.0	9.615153481887455e-05	0.00980533532389177	0.0	0.0	0.0	0.0	1.0
dong_xe_Towncar	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Towner	41601.0	0.0017307276267397417	0.04156649781550074	0.0	0.0	0.0	0.0	1.0
dong_xe_Trailblazer	41601.0	0.0010095911155981827	0.031758401815785785	0.0	0.0	0.0	0.0	1.0
dong_xe_Trajet	41601.0	2.4037883704718638e-05	0.004902844450389859	0.0	0.0	0.0	0.0	1.0
dong_xe_Transit	41601.0	0.012595851061272565	0.11152351576399848	0.0	0.0	0.0	0.0	1.0
dong_xe_Traveller	41601.0	0.00012018941852359318	0.010962566389707076	0.0	0.0	0.0	0.0	1.0
dong_xe_Trax	41601.0	0.00012018941852359318	0.010962566389707074	0.0	0.0	0.0	0.0	1.0
dong_xe_Triton	41601.0	0.004254705415735199	0.06508997418171494	0.0	0.0	0.0	0.0	1.0
dong_xe_Trooper	41601.0	0.00021634095334246772	0.014707119001115708	0.0	0.0	0.0	0.0	1.0
dong_xe_Tucson	41601.0	0.008942092738155332	0.09414002734028688	0.0	0.0	0.0	0.0	1.0
dong_xe_Tundra	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Tuscani	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_U7	41601.0	9.615153481887455e-05	0.009805335323891771	0.0	0.0	0.0	0.0	1.0
dong_xe_Universe	41601.0	0.00043268190668493544	0.020796756707708235	0.0	0.0	0.0	0.0	1.0
dong_xe_Urus	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_Urvan	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_V5	41601.0	7.211365111415591e-05	0.008491771553197748	0.0	0.0	0.0	0.0	1.0
dong_xe_V70	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_V90	41601.0	2.4037883704718638e-05	0.004902844450389858	0.0	0.0	0.0	0.0	1.0
dong_xe_VAN	41601.0	4.8075767409437276e-05	0.0069335857780769864	0.0	0.0	0.0	0.0	1.0
dong_xe_VFe34	41601.0	0.00014422730222831182	0.012008745447215743	0.0	0.0	0.0	0.0	1.0
dong_xe_Vclass	41601.0	0.001177856301531213	0.034300105489165886	0.0	0.0	0.0	0.0	1.0
dong_xe_Veloster	41601.0	0.00036056825557077957	0.018985439433544072	0.0	0.0	0.0	0.0	1.0
dong_xe_Venza	41601.0	0.0012259320689406504	0.03499226475803261	0.0	0.0	0.0	0.0	1.0
dong_xe_Veracruz	41601.0	0.0004807576740943727	0.021921179194378894	0.0	0.0	0.0	0.0	1.0
dong_xe_Verna	41601.0	0.0008413259296651522	0.02899376325196678	0.0	0.0	0.0	0.0	1.0
dong_xe_Verossa	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Versa	41601.0	2.4037883704718638e-05	0.00490284445038986	0.0	0.0	0.0	0.0	1.0
dong_xe_Vios	41601.0	0.04831614624648446	0.2144360081413795	0.0	0.0	0.0	0.0	1.0
dong_xe_Vitara	41601.0	0.0006009470926179659	0.02450714982147505	0.0	0.0	0.0	0.0	1.0
dong_xe_Vivant	41601.0	0.0016105382082161486	0.040099663681944224	0.0	0.0	0.0	0.0	1.0
dong_xe_WagonR	41601.0	0.00021634095334246772	0.01470711900111571	0.0	0.0	0.0	0.0	1.0
dong_xe_Wigo	41601.0	0.004302781183144636	0.06545510098096478	0.0	0.0	0.0	0.0	1.0
dong_xe_Windstar	41601.0	4.8075767409437276e-05	0.006933585778076988	0.0	0.0	0.0	0.0	1.0
dong_xe_Wish	41601.0	9.615153481887455e-05	0.009805335323891771	0.0	0.0	0.0	0.0	1.0
dong_xe_Wraith	41601.0	0.00016826518593303046	0.012970771639182789	0.0	0.0	0.0	0.0	1.0
dong_xe_Wrangler	41601.0	0.00016826518593303046	0.012970771639182789	0.0	0.0	0.0	0.0	1.0
dong_xe_X1	41601.0	0.0001923030696377491	0.01386617145964042	0.0	0.0	0.0	0.0	1.0
dong_xe_X2	41601.0	9.615153481887455e-05	0.00980533532389177	0.0	0.0	0.0	0.0	1.0
dong_xe_X3	41601.0	0.0006490228600274032	0.02546796459750731	0.0	0.0	0.0	0.0	1.0
dong_xe_X4	41601.0	0.0003365303718660609	0.018341897560635673	0.0	0.0	0.0	0.0	1.0
